Municipio	cpos
CABRERA, LA	19267
ALGORA	19268
BARBOLLA, LA	19269
ATIENZA	19270
VILLACADIMA	19274
ALBENDIEGO	19275
ALPEDROCHES	19276
ALCOLEA DE LAS PEÑAS	19277
BODERA, LA	19278
MARANCHON	19280
BALBACIL	19281
AGUILAR DE ANGUITA	19283
LUZON	19285
MAZARETE	19286
ANCHUELA DEL CAMPO	19287
BERJAFEL, FINCA	19290
COPERNAL	19292
ARAGOSA	19294
BAIDES	19295
MOLINA DE ARAGON	19300
ALCOROCHES	19310
OREA	19311
PINILLA DE MOLINA	19312
PERALEJOS DE LAS TRUCHAS	19313
ARMALLA	19314
MEGINA	19315
ALUSTANTE	19320
TORDESILOS	19323
SETILES	19324
ADOBES	19325
POBO DE DUEÑAS, EL	19326
PEDREGAL, EL	19327
CASTELLAR DE LA MUELA	19328
GUISEMA	19331
ALGAR DE MESA	19332
LABROS	19333
HINOJOSA	19334
PARDOS	19336
TORRUBIA	19337
TORTUERA	19338
CILLAS	19339
RILLO DE GALLO	19340
CORDUENTE	19341
HERRERIA	19342
CANALES DE MOLINA	19343
ARAGONCILLO	19344
ARANDILLA	19345
SELAS	19346
ANCHUELA DEL PEDREGAL	19350
TORDELPALO	19351
PRADOS REDONDOS	19352
CHERA	19353
ALDEHUELA	19354
TORRECUADRADA DE MOLINA	19355
OTILLA	19356
ANQUELA DEL PEDREGAL	19357
CAMPILLO DE DUEÑAS	19360
YUNTA, LA	19361
CUBILLEJO DE LA SIERRA	19362
CUBILLEJO DEL SITIO	19363
BAÑOS DE TAJO	19390
CASTILNUEVO	19391
CASTELLOTE	19392
BRIHUEGA	19400
ARCHILLA	19411
CASPUEÑAS	19412
CASTILMIMBRE	19413
CIFUENTES	19420
HUETOS	19429
CANREDONDO	19431
ABANADES	19432
HUERTAHERNANDO	19441
ABLANQUE	19442
BUENAFUENTE DEL SISTAL	19443
OLMEDA DE COBETA	19444
ESPLEGARES	19445
TRILLO	19450
INSTITUTO LEPROLOGICO DE TRILLO	19458
CENTRAL NUCLEAR DE TRILLO, POBLADO	19459
VILLANUEVA DE ALCORON	19460
ARMALLONES	19461
PEÑALEN	19462
POVEDA DE LA SIERRA	19463
ALAMINOS	19490
HENCHE	19491
ARBETETA	19492
PERALVECHE	19493
CAMPILLO, EL	19495
Donostia-San Sebastian	20001
Donostia-San Sebastian	20002
Donostia-San Sebastian	20003
Donostia-San Sebastian	20004
Donostia-San Sebastian	20005
Donostia-San Sebastian	20006
Donostia-San Sebastian	20007
Donostia-San Sebastian	20008
Donostia-San Sebastian	20009
Donostia-San Sebastian	20010
Donostia-San Sebastian	20011
Donostia-San Sebastian	20012
Donostia-San Sebastian	20013
Donostia-San Sebastian	20014
Donostia-San Sebastian	20015
Donostia-San Sebastian	20016
Donostia-San Sebastian	20017
Donostia-San Sebastian	20018
Donostia-San Sebastian	20070
Donostia-San Sebastian	20071
Donostia-San Sebastian	20080
ERRENTERIA	20100
PASAI ANTXO	20110
AKERREGI	20120
EPELA	20128
URNIETA	20130
ANDOAIN	20140
ADUNA	20150
ASTEASU	20159
ATSOBAKAR	20160
AGINAGA (USURBIL)	20170
ALTZIBAR	20180
ALTAMIRA	20200
LAZKAO	20210
AIA (ATAUN)	20211
IHURRE	20212
IDIAZABAL	20213
MUTILOA	20214
ARRIETA	20215
ORMAIZTEGI	20216
ALEGIA (GABIRIA)	20217
ARATZ-MATXINBENTA (EZKIO-ITSASO)	20218
AZTIRIA	20220
LEGAZPI	20230
ORDIZIA	20240
ZALDIBIA	20247
ALTZAGA	20248
ITSASONDO	20249
LEGORRETA	20250
BALIARRAIN	20259
ALEGIA	20260
ALDABA	20267
ALTZO	20268
ABALTZISKETA	20269
ANOETA	20270
AKARTEGI	20280
Irún	20300
Irún	20301
Irún	20302
Irún	20303
Irún	20304
Irún	20305
AUZOTXIKIA	20400
LIZARTZA	20490
BELAUNTZA	20491
BERASTEGI	20492
BERROBI	20493
ALKIZA	20494
ALBIZTUR	20495
BIDANIA	20496
ARRASATE/MONDRAGON	20500
APOTZAGA	20530
ESKORIATZA	20540
AOZARATZA	20550
OÑATI	20560
ARANTZAZU	20567
URIBARRI	20568
BEREZAO	20569
BASALGO	20570
ANTZUOLA	20577
ANGIOZAR	20578
UBERA	20579
OSINTXU	20580
PLACENCIA DE LAS ARMAS	20590
AGINAGA (EIBAR)	20600
ELGETA	20690
URRETXU	20700
ANDUAGA (SANTA LUZIA)	20709
AGINAGA (ZUMARRAGA)	20710
ARRIETAMENDI	20720
AZPEITIA	20730
ARGISAIN (SANTA MARINA)	20737
ARATZ ERREKA	20738
BEIZAMA	20739
ENDOIA	20740
AIZARNA	20749
ZUMAIA	20750
ARTADI	20759
AITZA	20800
ASKIZU	20808
AIA	20809
ORIO	20810
DEBA	20820
ITZIAR	20829
ARTZAIN ERREKA	20830
AZPILGOETA	20850
ALTZOLA (ELGOIBAR)	20860
AIASTIA (SAN MIGUEL)	20870
Huelva	21001
Huelva	21002
Huelva	21003
Huelva	21004
Huelva	21005
Huelva	21006
Huelva	21007
Huelva	21070
Huelva	21071
Huelva	21080
PUNTA UMBRIA	21100
ALJARAQUE	21110
CORRALES	21120
BELLAVISTA	21122
MAZAGON	21130
ARACENA	21200
LINARES DE LA SIERRA	21207
CARBONERAS	21208
CORTECONCEPCION	21209
ZUFRE	21210
HIGUERA DE LA SIERRA	21220
CORTEGANA	21230
ANDRESES, LOS	21239
AROCHE	21240
ROSAL DE LA FRONTERA	21250
SANTA OLALLA DEL CALA	21260
CALA	21270
ARROYOMOLINOS DE LEON	21280
AGUAFRIA	21290
CHINAS, LAS	21291
FUENTEHERIDOS	21292
CALAÑAS	21300
SOTIEL CORONADA	21309
ZARZA, LA	21310
MINAS DE PERRUNAL	21319
CERRO DE ANDEVALO, EL	21320
CUEVA DE LA MORA	21330
ALAJAR	21340
ACEBUCHE	21342
ALMONASTER LA REAL	21350
CORTE DE SANTA ANA	21359
REPILADO, EL	21360
CUMBRES MAYORES	21380
CUMBRES DE SAN BARTOLOME	21386
CUMBRES DE ENMEDIO	21387
CAÑAVERAL DE LEON	21388
ENCINASOLA	21390
AYAMONTE	21400
ISLA DE CANELA	21409
ISLA CRISTINA	21410
POZO DEL CAMINO	21420
REDONDELA, LA	21430
LEPE	21440
ANTILLA, LA	21449
CARTAYA	21450
PORTIL, EL	21459
GIBRALEON	21500
SAN BARTOLOME DE LA TORRE	21510
ALOSNO	21520
MINAS DE THARSIS	21530
VILLANUEVA DE LOS CASTILLEJOS	21540
PUEBLA DE GUZMAN	21550
MINAS DE HERRERIAS	21559
PAYMOGO	21560
SANTA BARBARA DE CASA	21570
CABEZAS RUBIAS	21580
VILLABLANCA	21590
SAN SILVESTRE DE GUZMAN	21591
VILLANUEVA DE LAS CRUCES	21592
ALMENDRO, EL	21593
GRANADO, EL	21594
SANLUCAR DEL GUADIANA	21595
VALVERDE DEL CAMINO	21600
FUENTE DE LA CORCHA	21609
SAN JUAN DEL PUERTO	21610
TRIGUEROS	21620
BEAS	21630
CANDON	21639
ZALAMEA LA REAL	21640
BERROCAL	21647
ALDEA DE TRASLASIERRA	21649
CAMPILLO, EL	21650
MINAS DE RIOTINTO	21660
CAMPOFRIO	21668
DEHESA, ALDEA DE LA	21669
NERVA	21670
PALMA DEL CONDADO, LA	21700
BOLLULLOS PAR DEL CONDADO	21710
ROCIANA DEL CONDADO	21720
ALMONTE	21730
HINOJOS	21740
ROCIO, EL	21750
MATALASCAÑAS	21760
MOGUER	21800
PALOS DE LA FRONTERA	21810
RABIDA, LA	21819
LUCENA DEL PUERTO	21820
BONARES	21830
NIEBLA	21840
VILLARRASA	21850
VILLALBA DEL ALCOR	21860
ESCACENA DEL CAMPO	21870
ALDEA DE TUJENA	21880
MANZANILLA	21890
CHUCENA	21891
Huesca	22001
Huesca	22002
Huesca	22003
Huesca	22004
Huesca	22005
Huesca	22006
Huesca	22070
Huesca	22071
Huesca	22080
SANGARREN	22100
SALILLAS	22110
CORVINOS	22111
ALBERO ALTO	22112
NOVALES	22113
SIETAMO	22120
ARBANIES	22121
IBIECA	22122
ANGUES	22123
LASCELLAS	22124
LALUENGA	22125
LAPERDIGUERA	22126
BERBEGAL	22131
BARBUÑALES	22132
ANTILLON	22133
TORRES DE MONTES	22134
ALCALA DEL OBISPO	22135
AYERA	22140
AGUAS	22141
CASBAS DE HUESCA	22142
ABIEGO	22143
ALMUNIAS, LAS	22144
ALQUEZAR	22145
BUERA	22146
ADAHUESCA	22147
ALMAZORRE	22148
ARCUSA	22149
ARGUIS	22150
BOLEA	22160
LIERTA	22161
ANIES	22162
VICIEN	22190
QUICENA	22191
BARLUENGA	22192
ARASCUES	22193
ALERRE	22194
APIES	22195
BELLESTAR DEL FLUMEN	22196
CUARTE	22197
SARIÑENA	22200
HUERTO	22210
ALBERUELA DE TUBO	22212
CARTUJA DE MONEGROS, LA	22213
LALUEZA	22214
CASTELFLORITE	22215
CABAÑAS	22216
ALBALATILLO	22220
PALLARUELO DE MONEGROS	22221
CASTEJON DE MONEGROS	22222
VALFARTA	22223
SENA	22230
SIGENA, MONASTERIO	22231
ONTIÑENA	22232
CHALAMERA	22233
BALLOBAR	22234
TARDIENTA	22240
LANAJA	22250
ALCUBIERRE	22251
ROBRES	22252
SENES DE ALCUBIERRE	22253
TORRALBA DE ARAGON	22254
ALBERO BAJO	22255
GRAÑEN	22260
RAMBLA, LA	22267
FRAELLA	22268
CURBE	22269
ALMUDEVAR	22270
CAMPORREDONDO	22280
PAUL, LA	22281
ALCALA DE GURREA	22282
ARTASONA DEL LLANO	22283
BARBASTRO	22300
CASTEJON DEL PUENTE	22310
AZARA	22311
COSCOJUELA DE FANTOVA	22312
CASTILLAZUELO	22313
SALAS ALTAS	22314
BURCEAT	22315
NAVAL	22320
AINSA	22330
ARRO	22336
ALUEZA	22337
ARAGUAS	22338
BANASTON	22339
BOLTAÑA	22340
ASCASO	22347
AGUILAR (BOLTAÑA)	22348
GRADO, EL (AINSA)	22349
BIELSA	22350
ESPIERBA	22351
LABUERDA	22360
CASAL, EL	22361
BESTUE	22362
BELSIERRE	22363
ARINZUE	22364
CHISAGUES	22365
SARAVILLO	22366
GISTAIN	22367
BROTO	22370
ALBELLA	22371
ARRESA	22372
BERGUA	22373
SARVISE	22374
BUERBA	22375
TORLA	22376
FRAGEN	22377
LINAS DE BROTO	22378
ARTASONA	22390
TORRECIUDAD, SANTUARIO	22391
ABIZANDA	22392
ESCANILLA	22393
CASTEJON DE SOBRARBE	22394
CAMPORROTUNO	22395
MONZON	22400
ALCOLEA DE CINCA	22410
SANTALECINA	22411
ESTICHE DE CINCA	22412
POMAR DE CINCA	22413
CONCHEL	22414
FORNILLOS DE ILCHE	22415
ALFANTEGA	22416
ARIESTOLAS	22417
ALMUNIA DE SAN JUAN	22420
ALINS DEL MONTE	22421
FONZ	22422
ESTADILLA	22423
ESTADA	22424
GRAUS	22430
BARASONA	22435
BELLESTAR (GRAUS)	22436
ABENOZAS	22437
CLAMOSA	22438
OLVENA	22439
BENASQUE	22440
CERLER	22449
BELEDER	22450
AGUASCALDAS	22451
ATIART	22452
BESIANS	22460
AGUILAR	22461
BACAMORTA	22462
ABI	22463
BARBARUENS	22464
CHIA	22465
ARASAN	22466
ERESUE	22467
GUAYENTE, SANTUARIO	22468
ANCILES	22469
BISAURRI	22470
LASPAULES	22471
ABELLA	22472
ALINS	22473
ARDANUE	22474
CAPELLA	22480
COLLADA, LA	22481
ESDOLOMADA	22482
BARRIO DEL POU	22483
BALLABRIGA	22484
CALVERA	22485
BIBILES	22486
ANETO	22487
BINEFAR	22500
BINACED	22510
VALCARCA	22511
SAN ESTEBAN DE LITERA	22512
PERALTA DE CALASANZ	22513
CALASANZ	22514
FRAGA	22520
VELILLA DE CINCA	22528
MIRALSOT	22529
ZAIDIN	22530
ALMUDAFAR	22531
OSSO DE CINCA	22532
BELVER DE CINCA	22533
ALBALATE DE CINCA	22534
ESPLUS	22535
MONTE JULIA	22536
ALTORRICON	22540
MELUSA, LA	22549
TAMARITE DE LITERA	22550
ALBELDA	22558
ALGAYON	22559
ALCAMPELL	22560
BAELLS	22569
CAMPORRELLS	22570
BALDELLOU	22571
CASTILLONROY	22572
BENABARRE	22580
AREN	22583
CHIRIVETA	22584
ALMUNIA DE SAN LORENZO	22585
LASCUARRE	22586
BADIAS DE MONESMA	22587
AGUINALIU	22588
ANTENZA	22589
TORRENTE DE CINCA	22590
CANDASNOS	22591
PEÑALBA	22592
SABIÑANIGO	22600
AURIN	22609
ALLUE	22610
FANLILLO	22611
ACUMUER	22612
ISUN DE BASA	22613
ABENA	22620
ABENILLA	22621
ARRASO	22622
AINETO	22623
CALDEARENAS	22624
AQUILUE	22625
BIESCAS	22630
ARGUISAL	22636
BARBENUTA	22637
ASO DE SOBREMONTE	22638
GAVIN	22639
FORMIGAL	22640
PANTICOSA, BALNEARIO	22650
ESCARRILLA	22660
PANTICOSA, PUEBLO	22661
HOZ DE JACA	22662
TRAMACASTILLA DE TENA	22663
SANDINIES	22664
BUBAL	22665
LARREDE	22666
ATARES	22700
BESCOS DE GARCIPOLLERA	22710
BERNUES	22711
BAROS	22712
ABAY	22713
BARAGUAS	22714
ASCARA	22715
HECHO	22720
ANSO	22728
FAGO	22729
ARAGUES DEL PUERTO	22730
JASA	22731
URDUES	22732
EMBUN	22740
JAVIERREGAY	22750
ARRES	22751
SOMANES	22752
PUENTE LA REINA	22753
ALASTRUEY	22760
LARUES	22761
BERDUN	22770
HUERTALO	22771
MARTES	22772
BINIES	22773
SIRESA	22790
BINACUA	22791
SANTA CRUZ DE LA SEROS	22792
AYERBE	22800
BISCARRUES	22807
AGUERO	22808
FONTELLAS	22809
CASAS DE NUEVO, LAS	22810
LUPIÑEN	22811
PEÑA, LA	22820
RASAL	22821
SALINAS DE JACA	22822
ANZANIGO	22830
AISA	22860
VILLANUA	22870
CANFRANC, ESTACION	22880
CANFRANC, PUEBLO	22888
ASTUN	22889
Jaen	23001
Jaen	23002
Jaen	23003
Jaen	23004
Jaen	23005
Jaen	23006
Jaen	23007
Jaen	23008
Jaen	23009
Jaen	23070
Jaen	23071
Jaen	23080
MANCHA REAL	23100
PEGALAJAR	23110
CAMBIL	23120
CAMPILLO DE ARENAS	23130
NOALEJO	23140
VALDEPEÑAS DE JAEN	23150
CHIRCALES	23159
VILLARES, LOS	23160
GUARDIA DE JAEN, LA	23170
FUERTE DEL REY	23180
CERRADURA, LA	23190
CARCHEL	23191
CARCHELEJO	23192
ARBUNIEL	23193
JABALCUZ, CARRETERA, DEL KM. 0 AL 7,100	23194
LLANO DE LOS DERRAMADEROS	23195
OTIÑAR DE SANTA CRISTINA	23196
CAROLINA, LA	23200
ALDEA DE LOS RIOS	23210
ACEBUCHAL	23211
NAVAS DE TOLOSA	23212
MIRANDA DEL REY	23213
CENTENILLO, EL	23214
ALDEAQUEMADA	23215
VILCHES	23220
ARQUILLOS	23230
PORROSILLO, EL	23239
NAVAS DE SAN JUAN	23240
ALDEILLA	23250
CASTELLAR DE SANTISTEBAN	23260
CHICLANA DE SEGURA	23264
VENTA DE LOS SANTOS	23265
MONTIZON	23266
ALDEAHERMOSA DE MONTIZON	23267
MOCHUELOS, LOS	23268
CAMPILLO, EL	23269
SORIHUELA DE GUADALIMAN	23270
BEAS DE SEGURA	23280
CAÑADA CATENA	23289
CEREZO, EL	23290
AGRACEA, LA	23291
HORNOS DE SEGURA	23292
ARROYO FRIO	23293
ANCHOS, LOS	23294
ARROYO CANALES	23295
MARCHENA	23296
CASICAS DEL RIO SEGURA	23297
GORGOLLITAS, LAS	23298
ARROTURAS	23300
BATANEJO	23310
AGRUPACION SANTO TOME	23311
AGRUPACION DE MOGON	23312
VERACRUZ, DE, Poblado	23313
SOLANA DE TORRALBA	23314
HERRERA, LA	23315
TORREPEROGIL	23320
VILLANUEVA DEL ARZOBISPO	23330
TRANCO, PANTANO DEL	23337
IZNATORAF	23338
GUTAR	23339
ARROYO DEL OJANCO	23340
PUENTE GENAVE	23350
PEÑOLITE	23359
PUERTA DE SEGURA, LA	23360
AGRACEA	23369
ORCERA	23370
BATAN, EL	23379
SILES	23380
BENATAE	23390
TORRES DE ALBANCHEZ	23391
GENAVE	23392
ONSARES	23393
UBEDA	23400
SABIOTE	23410
ALAMOS BLANCOS	23411
MARMOL, EL	23412
SANTA EULALIA	23413
CANENA	23420
RUS	23430
BAEZA	23440
IBROS	23450
PEAL DE BECERRO	23460
HORNOS DE PEAL	23468
MOLAR, EL	23469
ALMANSAS, LOS	23470
IRUELA, LA	23476
ALMANSAS, LOS	23477
ARROYO FRIO (LA IRUELA)	23478
BURUNCHEL	23479
QUESADA	23480
ALMICERAN, EL	23485
FONTANAR	23486
HUESA	23487
ACRA	23488
BELERDA ALTA	23489
LINAREJOS	23490
MIRA EL RIO	23499
JODAR	23500
BARRIADA ESTACION DE JODAR	23509
TORREBLASCOPEDRO	23510
CAMPILLO DEL RIO	23519
BEGIJAR	23520
LUPION	23528
BEGIJAR, DE, Estación	23529
JIMENA	23530
BEDMAR	23537
ALBANCHEZ DE MAGINA	23538
ESCUELAS, LAS	23539
TORRES	23540
CABRA DE SANTO CRISTO	23550
HUELMA	23560
BELMEZ DE LA MORALEDA	23568
CABRITA, LA	23569
CABRA DE SANTO CRISTO, ESTACION	23590
HUESA, DE, Estación	23591
QUESADA, DE, ESTACION	23592
MARTOS	23600
FUENSANTA DE MARTOS	23610
HIGUERA DE CALATRAVA	23611
SANTIAGO DE CALATRAVA	23612
LENDINEZ	23613
CARRASCA, LA	23614
MEDIA PANILLA	23615
VADOHORNILLO	23616
MENGIBAR	23620
CAZALILLA	23628
PALOMERAS, LAS	23629
VILLARGORDO	23630
TORREQUEBRADILLA	23638
INFANTAS, LAS	23639
TORRE DEL CAMPO	23640
BERRUECO, EL	23649
TORREDONJIMENO	23650
ESCAÑUELA	23657
JAMILENA	23658
VILLARDOMPARDO	23659
ALCAUDETE	23660
BOBADILLA DE ALCAUDETE	23669
ALFAVILA, LA	23670
ROBLEDO, EL CHAVILLA	23678
ALCALA LA REAL	23680
RABITA, LA	23684
ESCARCHELEJO	23685
ACEQUIAS	23686
CHARILLA	23687
PEDRIZA, LA	23688
FUENTE ALAMO	23689
FRAILES	23690
RIBERA ALTA	23691
FUENTE DEL REY	23692
VENTAS DEL CARRIZAL	23693
LINARES	23700
BAILEN	23710
BAÑOS DE LA ENCINA	23711
JABALQUINTO	23712
GUADALEN DEL CAUDILLO	23713
VILLANUEVA DE LA REINA	23730
ANDUJAR	23740
HIGUERA DE ARJONA	23746
LLANOS DEL SOTILLO	23747
VIÑAS DE PEÑALLANA	23748
QUINTERIA, LA	23749
ARJONILLA	23750
ALBAIDA	23760
MARMOLEJO	23770
LOPERA	23780
ALHARILLA	23790
Leon	24001
Leon	24002
Leon	24003
Leon	24004
Leon	24005
Leon	24006
Leon	24007
Leon	24008
Leon	24009
Leon	24010
Leon	24070
Leon	24071
Leon	24080
VILLABLINO	24100
CABOALLES DE ABAJO	24110
CABOALLES DE ARRIBA	24111
VILLAGER DE LACIANA	24112
ORALLO	24113
LLAMAS DE LACEANA	24114
CANALES	24120
AZADINOS	24121
LORENZANA	24122
BENLLERA	24123
BOBIA	24124
CAMPOSALINAS	24125
LAGO DE OMAÑA	24126
ANDARRASO	24127
MONTRONDO	24130
GUISATECHA	24131
ARIENZA	24132
AGUASMESTAS, VENTAS DE	24133
OMAÑON	24134
VILLANUEVA DE OMAÑA	24135
LAZADO	24136
BAYOS LOS	24137
VILLAR DE SANTIAGO	24138
RIOSCURO	24139
LUMAJO	24140
CARRASCONTE	24141
CABRILLANES	24142
COSPEDAL	24143
CANDEMUELA	24144
ABELGAS	24145
ARALLA	24146
MIÑERA	24147
BARRIOS DE LUNA, LOS	24148
MORA DE LUNA	24149
AMBASAGUAS DE CURUEÑO	24150
BARRILLOS DE CURUEÑO	24151
CANDANEDO DE BOÑAR	24152
CASTRO DEL CONDADO	24153
SAN CIPRIANO DEL CONDADO	24154
MORAL DEL CONDADO	24155
NAVAFRIA	24156
GARFIN	24160
CARBAJAL DE RUEDA	24161
VILLAFAÑE	24162
CASTRILLO DE PORMA	24163
SANTA OLAJA DE ESLONZA	24164
CAÑIZAL DE RUEDA	24165
CASASOLA DE RUEDA	24166
ALMANZA	24170
ARCAYOS	24171
BUSTILLO DE CEA	24172
CEA	24174
VILLAMOL	24175
TROBAJO DEL CERECEDO	24192
VILLASINTA	24193
CARBAJOSA	24195
CARBAJAL DE LA LEGUA	24196
CANALEJA	24197
VIRGEN DEL CAMINO, LA	24198
ALIJA DE LA RIBERA	24199
VALENCIA DE DON JUAN	24200
CABAÑAS	24205
CARBAJAL DE FUENTES	24206
ALCUETAS	24207
QUINTANILLA DE OTEROS	24208
FUENTES DE LOS OTEROS	24209
MANSILLA DE LAS MULAS	24210
MANSILLA MAYOR	24217
MANSILLA DEL ESLA, URBANIZACION	24218
VALLE DE MANSILLA	24219
VALDEFUENTES DE VALDERAS	24220
CAMPAZAS	24221
CASTROFUERTE	24222
FRESNO DE LA VEGA	24223
CABREROS DEL RIO	24224
CAMPO DE VILLAVIDEL	24225
BARRIO DE VILLARENTE	24226
ARCAHUEJA	24227
CORBILLOS DE LA SOBARRIBA	24228
VALDEVIMBRE	24230
CEMBRANOS	24231
ARDON	24232
BENAMARIEL	24233
CABAÑEROS	24234
VILLAQUEJIDA	24235
VILLAFER	24236
SAN MILLAN DE LOS CABALLEROS	24237
ALGADEFE	24238
BARIONES DE LA VEGA	24239
SANTA MARIA DEL PARAMO	24240
LAGUNA DALGA	24248
POBLADURA DE PELAYO GARCIA	24249
FONTECHA	24250
ANTIMIO DE ABAJO	24251
BERCIANOS DEL PARAMO	24252
AZARES DEL PARAMO	24253
CERECEDO DE BOÑAR	24257
FERRAL, BASE MILITAR	24260
CARRIZO DE LA RIBERA	24270
LLAMAS DE LA RIBERA	24271
AZADON	24272
MATALUENGA	24273
ESPINOSA DE LA RIBERA	24274
RIOSECO DE TAPIA	24275
SANTA MARIA DE ORDAS	24276
ADRADOS DE ORDAS	24277
BENAVIDES DE ORBIGO	24280
ANTOÑAN DEL VALLE	24281
MONTEJOS DEL CAMINO	24282
HUERGA DEL RIO	24283
ARMELLADA	24284
GAVILANES	24285
HOSPITAL DE ORBIGO	24286
GUALTARES DE ORBIGO	24287
ESTEBANEZ DE LA CALZADA	24288
MATALLANA DE VALMADRIGAL	24290
FONTANIL DE LOS OTEROS	24291
VALVERDE ENRIQUE	24292
ALVIRES	24293
GORDONCILLO	24294
BEMBIBRE	24300
ALBARES DE LA RIBERA	24310
FOLGOSO DE LA RIBERA	24311
BOEZA	24312
COLINAS DEL CAMPO	24313
CASTROPODAME	24314
ROZUELO	24315
SAN PEDRO CASTAÑERO	24316
SAN ANDRES DE LOS PUENTES	24317
LOSADA	24318
ARLANZA	24319
SAHAGUN	24320
CASTROTIERRA DE VALMADRIGAL	24323
JOARILLA DE LAS MATAS	24324
BERCIANOS DEL REAL CAMINO	24325
CELADA DE CEA	24326
CASTRILLO DE VALDERADUEY	24327
CARBAJAL DE VALDERADUEY	24328
ARENILLAS DE VALDERADUEY	24329
SANTAS MARTAS	24330
GRAJALEJO DE LAS MATAS	24339
GRAJAL DE CAMPOS	24340
ESCOBAR DE CAMPOS	24341
CALZADA DEL COTO	24342
BANECIDAS	24343
CASTROAÑE	24344
VILLAMARCO	24345
GRULLEROS	24346
SOTICO	24347
VEGUELLINA DE ORBIGO	24350
BARRIO DE BUENOS AIRES	24356
ACEBES DEL PARAMO	24357
VILLAREJO DE ORBIGO	24358
MATILLA DE LA VEGA	24359
BRAÑUELAS	24360
VILLAGATON	24367
BARRIO DE TABLADAS	24368
MANZANAL DEL PUERTO	24369
TORRE DEL BIERZO	24370
ALMAGARINOS	24374
POBLADURA DE LAS REGUERAS	24375
ESPINA DE TREMOR	24376
TREMOR DE ARRIBA	24377
FONFRIA	24378
MONTEALEGRE	24379
PUENTE DOMINGO FLOREZ	24380
SALAS DE LA RIBERA	24384
SAN PEDRO DE TRONES	24385
VEGA DE YERES	24386
ROBLEDO DE SOBRECASTRO	24387
LLAMAS DE CABRERA	24388
BENUZA	24389
DEHESAS	24390
ALDEA DE LA VALDONCINA	24391
CELADILLA DEL PARAMO	24392
ALCOBA DE LA RIBERA	24393
BARRIENTOS	24394
CELADA	24395
BENAMARIAS	24396
ABANO	24397
ALMAZCARA	24398
FLORES DEL SIL	24400
CAMPONARAYA	24410
FUENTES NUEVAS	24411
CABAÑAS RARAS	24412
ACEBO DE SAN MIGUEL	24413
BOUZAS	24414
FERRADILLO	24415
SANTO TOMAS DE LAS OLLAS	24416
FABERO	24420
LILLO DEL BIERZO	24428
BARCENA DE LA ABADIA	24429
VEGA DE ESPINAREDA	24430
BALOUTA	24433
FONTORIA	24434
VALLE DE FINOLLEDO	24435
MOREDA	24436
BURBIA	24437
BARRIO DE LANGRE, EL	24438
ESPINAREDA DE VEGA	24439
LAGO DE CARUCEDO	24440
BAROSA, LA	24441
CARUCEDO	24442
BORRENES	24443
CHANA, LA	24444
SANTALLA	24445
PARADELA DE MUCES	24446
VILLALIBRE DE LA JURISDICION	24447
PRIARANZA DEL BIERZO	24448
TORENILLO	24450
LIBRAN	24457
ROBLEDO DE LAS TRAVIESAS	24458
FINOLLEDO	24459
MATARROSA DEL SIL	24460
SAN PEDRO MALLO	24469
PARAMO DEL SIL	24470
ARGAYO	24478
PRIMOUT	24479
CORBON DEL SIL	24480
ANLLARES DEL SIL	24488
SUSAÑE DEL SIL	24489
COLUMBRIANOS	24490
BARCENA DEL BIERZO	24491
CABAÑAS DE LA DORNILLA	24492
SANTA MARINA DEL SIL	24493
ESCOBIO, EL	24494
MATALAVILLA	24495
CUEVAS DEL SIL	24496
TEJEDO DEL SIL	24497
VILLARINO DEL SIL	24498
VILLAFRANCA DEL BIERZO	24500
CELA	24510
CAMPO DEL AGUA	24511
PARADIÑA	24512
LANDOIRO	24513
CORULLON	24514
HORNIJA	24515
HORTA	24516
CADAFRESNAS	24517
BRAÑA, LA (VILLAFRANCA)	24520
ALBAREDOS	24521
PEREJE	24522
MORAL DE VALCARCE	24523
AMBASMESTAS	24524
BALBOA	24525
ARGENTEIRO	24526
IGLESIAS DEL CAMPO	24530
CACABELOS	24540
CARRACEDO DE MONASTERIO	24544
CUETO	24545
ARGANZA	24546
ARBORBUENA	24547
QUILOS	24548
CARRACEDELO	24549
SORRIBAS	24550
TORAL DE LOS VADOS	24560
VILLADEPALOS	24565
LEIROSO	24566
ARNADELO	24567
ARNADO	24568
AGUIAR	24569
POLA DE GORDON, LA	24600
VEGA DE GORDON	24607
BEBERINO	24608
BARRIOS DE GORDON, LOS	24609
CAMPO DE SANTIBAÑEZ	24610
CABANILLAS	24620
CASCANTES	24630
ROBLA, LA	24640
BRUGOS DE FENAR	24648
ALCEDO DE ALBA	24649
SANTA LUCIA	24650
CIÑERA	24660
VID, LA	24670
VILLAMANIN	24680
RODIEZMO	24687
CASARES DE ARBAS	24688
BARRIO DE LA TERCIA	24689
ARBAS DEL PUERTO	24690
CAMPLONGO	24699
ASTORGA	24700
SAN JUSTO DE LA VEGA	24710
CARRERA DE OTERO, LA	24711
COGORDEROS	24712
SUEROS DE CEPEDA	24713
BONILLOS	24714
COMBARROS	24715
BRAZUELO	24716
BOISAN	24717
CASTRILLO DE LOS POLVAZARES	24718
BRIMEDA	24719
MURIAS DE PEDREDO	24720
CASTRILLO DE LA VALDUERNA	24721
ANDIÑUELA	24722
CHANA DE SOMOZA	24723
BUSNADIEGO	24724
DESTRIANA	24730
MORALES DEL ARCEDIANO	24731
CURILLAS	24732
